table;question;ex_correct;correct_index;correct_any;agg_wrong;sel_wrong;conds_wrong
1-2679061-6;What is the nationality of the player kevin stevens?;1.0;1.0;1.0;0.0;0.0;0.0
1-2679061-6;What is the highest pick number for player don barber?;1.0;1.0;1.0;0.0;0.0;0.0
1-2679061-6;What is the college/junior/club team for player don barber?;1.0;1.0;1.0;0.0;0.0;0.0
1-2679061-6;What is the nhl team for the position centre and nationality united states?;1.0;1.0;1.0;0.0;0.0;0.0
1-2679061-7;What country do the Winnipeg Jets come from?;1.0;1.0;1.0;0.0;0.0;0.0
1-2679061-7;How many teams got pick number 130?;1.0;1.0;1.0;0.0;0.0;0.0
1-2679061-7;Where are the Buffalo Sabres from?;0.0;-1.0;0.0;0.0;1.0;1.0
1-26804862-1;"When ""the legacy"" is the title what is the production code?";1.0;1.0;1.0;0.0;0.0;0.0
1-26804862-1;When harvey laidman is the director what is the season number?;1.0;1.0;1.0;0.0;0.0;0.0
1-26804862-1;When 3.89 is the production code how many season numbers are there?;1.0;1.0;1.0;0.0;0.0;0.0
1-26808178-1;How many episodes is episode number 4 in the series?;1.0;1.0;1.0;0.0;0.0;0.0
1-26808178-1;How many million viewers watched episode 3 in the series?;1.0;1.0;1.0;0.0;0.0;0.0
1-26808178-1;"Who wrote ""pocket pussy""?";1.0;1.0;1.0;0.0;0.0;0.0
1-26808178-1;"How many episodes are titled ""it's called hazing, look it up""?";1.0;1.0;1.0;0.0;0.0;0.0
1-26816495-26;What is the maximum home attendance if the average is 11,322?;0.0;-1.0;0.0;0.0;1.0;0.0
1-26826304-2;What is title numer 103's rank for weekly rank sky1?;0.0;-1.0;0.0;0.0;1.0;1.0
1-26826304-2;What was the rank by Weekly Rank Sky1 for title number 97?;0.0;-1.0;0.0;1.0;1.0;1.0
1-26826304-2;What was the weekly rank by Virgin media for the title aired on May 20, 2010?;1.0;1.0;1.0;0.0;0.0;0.0
1-26826304-2;A what time was the title aired in October 22, 2009;1.0;1.0;1.0;0.0;0.0;0.0
1-26853172-1;What is the hand number of the hand where player 1 is south and the east wind is prevailing?;0.0;-1.0;0.0;1.0;1.0;1.0
1-26853172-1;What is player 1 when player 3 is South and the prevailing wind is South?;0.0;-1.0;0.0;0.0;1.0;1.0
1-26914076-4;Who directed the episode that had 0.54 million U.S. viewers? ;1.0;1.0;1.0;0.0;0.0;0.0
1-26914076-4;Who wrote the teleplay for the episode directed by Tim Robbins? ;1.0;1.0;1.0;0.0;0.0;0.0
1-26914076-4;Who directed the episode that had 0.57 million U.S. viewers? ;1.0;1.0;1.0;0.0;0.0;0.0
1-26914076-4;What number episode in the season was watched by 0.49 million U.S. viewers? ;0.0;-1.0;0.0;1.0;1.0;0.0
1-26920192-5;How many times is the series italian and the circuit is valencia?;0.0;-1.0;0.0;0.0;1.0;1.0
1-26920192-5;Who had the fastest lap for the circuit magione?;1.0;1.0;1.0;0.0;0.0;0.0
1-26920192-5;Who had the fastest lap when the winning driver is giorgio sanna?;1.0;1.0;1.0;0.0;0.0;0.0
1-26920192-5;Who had the fastest lap when the winning driver was kristian ghedina?;1.0;1.0;1.0;0.0;0.0;0.0
1-26961951-6;What is the title of the episode directed by Romeo Tirone?;1.0;1.0;1.0;0.0;0.0;0.0
1-26961951-6;When did the episode written by Abe Sylvia originally air?;1.0;1.0;1.0;0.0;0.0;0.0
1-26961951-6;Which episode number had a viewership of 0.56 million?;0.0;-1.0;0.0;1.0;1.0;0.0
1-26961951-6;Who was the writer in the episode directed by Jesse Peretz?;1.0;1.0;1.0;0.0;0.0;0.0
1-26977890-1;With the Royal Navy as Combatants B, what was the result?;1.0;1.0;1.0;0.0;0.0;0.0
1-26977890-1;In what conflicts was the Italian Navy Combatants B?;1.0;1.0;1.0;0.0;0.0;0.0
1-26977890-1;How many battles resulted in Battle of the Yellow Sea?;0.0;-1.0;0.0;0.0;1.0;1.0
1-26986076-3;What is Paul Coward 492cc nourish Weslake's lowest rank?;1.0;1.0;1.0;0.0;0.0;0.0
1-26986076-3;What was the time on Monday August 23rd for Steve Linsdell 499cc royal enfield seeley?;0.0;-1.0;0.0;0.0;1.0;1.0
1-269920-17;Does the model e5504 have a turbo boost?;0.0;-1.0;0.0;0.0;1.0;1.0
1-269920-17;What is the speed of model x5560?;1.0;1.0;1.0;0.0;0.0;0.0
1-269920-17;What is the maximum L3 cache of the processor whose speed is 2.00 GHZ, has a QPI speed of 4.8 gt/s, and is model e5504?;0.0;-1.0;0.0;0.0;1.0;1.0
1-269920-17;How many models numbered L5506 have a QPI speed?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27039190-3;What was game 3 when there were under 2.61m viewers?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27039190-3;How many episodes had 4.44m viewers?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27050981-7;What committees do the district 46 members serve on?;1.0;1.0;1.0;0.0;0.0;0.0
1-27086613-5;Name the least league apps for total apps of 5 ;1.0;1.0;1.0;0.0;0.0;0.0
1-27086613-5;Name the least fa cup goals with fa cup apps being 2 and fw ;0.0;-1.0;0.0;0.0;1.0;1.0
1-27086613-5;Name the total apps for league apps being 4;1.0;1.0;1.0;0.0;0.0;0.0
1-27114708-2;Please mention those appointment dates those are replaced by alfredo aglietti;1.0;1.0;1.0;0.0;0.0;0.0
1-27114708-2;Mention all the applicable team who are replaced by gianluca atzori;1.0;1.0;1.0;0.0;0.0;0.0
1-27114708-2;For team reggina please mention all the outgoing manager ;1.0;1.0;1.0;0.0;0.0;0.0
1-27114708-2;For team ascoli please mention all the appointment date.;1.0;1.0;1.0;0.0;0.0;0.0
1-27114708-2;For outgoing manager is alberto malesani mention all the applicable replaced by person;1.0;1.0;1.0;0.0;0.0;0.0
1-27114708-2;For livorno team mention all the manner of departure;1.0;1.0;1.0;0.0;0.0;0.0
1-27115960-1;Phil Klemmer wrote all titles and production code is 3t6455. ;1.0;1.0;1.0;0.0;0.0;0.0
1-27115960-1;Season 9 all the titles were no. in series.;0.0;-1.0;0.0;0.0;1.0;1.0
1-27115960-1;Title is the total number where u.s. viewers (million) is 7.56.;1.0;1.0;1.0;0.0;0.0;0.0
1-27155243-4;How many items appear in the written by column in episode 3?;1.0;1.0;1.0;0.0;0.0;0.0
1-27155243-4;What episode was written by Matt Maclennan?;1.0;1.0;1.0;0.0;0.0;0.0
1-27155243-4;What is largest total number that was written by Sheri Elwood?;1.0;1.0;1.0;0.0;0.0;0.0
1-27218002-1;"Name the number of ratings for ""forests of prejudice""";1.0;1.0;1.0;0.0;0.0;0.0
1-27218002-1;Name the air date for ratings of 2.19 million;0.0;-1.0;0.0;0.0;1.0;1.0
1-27218002-1;Name who directed the air date of 12 july 2010;1.0;1.0;1.0;0.0;0.0;0.0
1-27218002-1;Name the least episode number for jonathan harvey;0.0;-1.0;0.0;0.0;1.0;1.0
1-27218002-1;Name the total number of written by for 26 july 2010;0.0;-1.0;0.0;0.0;1.0;1.0
1-27274566-2;Which season had a result of 1–0 (aet)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27274566-2;What is the date in the 2007-08 season where the away team was the kaizer chiefs?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27274566-2;How many dates are shown for the home team of orlando pirates and result of 1–3?;1.0;1.0;1.0;0.0;0.0;0.0
1-27274566-2;What is the division where the result was 0–2?;1.0;1.0;1.0;0.0;0.0;0.0
1-27274566-2;What is the date where the home team was kaizer chiefs and the division was mtn 8 semi-final?;1.0;1.0;1.0;0.0;0.0;0.0
1-27277284-27;What are the L2 cache specifications of part number amql64dam22gg?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27277284-27;What is the operating voltage of part number amql64dam22gg?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27277284-27;What are the possible multipliers for 1900MHz processors?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27277284-27;How many thermal design power levels does part number amql65dam22gg have?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27277284-27;What kind of sockets does a 2100MHz Athlon X2 QL-64 use?;0.0;-1.0;0.0;0.0;1.0;1.0
1-272865-20;What is the total number of years active listings where Asian Cup played as a captain is Japan 1992?;0.0;-1.0;0.0;0.0;1.0;1.0
1-272865-20;How many matches as captain were played where Asian Cup played as a captain is Qatar 1988;0.0;-1.0;0.0;0.0;1.0;1.0
1-272865-20;What were the years active where Asian Cup played as a captain is Iran 1976?;0.0;-1.0;0.0;0.0;1.0;1.0
1-272865-20;What were the years active where Asian Cup played as a captain is Qatar 1988?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27279050-3;Who is the first driver(s) when the country is romania?;1.0;1.0;1.0;0.0;0.0;0.0
1-27279050-3;How many times is last/current driver(s) 3 november 2013 is adderly fong ( 2013 )?;1.0;1.0;1.0;0.0;0.0;0.0
1-27279050-3;Who is the last/current driver(s) 3 november 2013 when first driver(s) is marlon stöckinger , kotaro sakurai ( 2011 )?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27279050-3;What is the country when last/current driver(s) 3 november 2013 is daniel abt ( 2012 )?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27293285-2; How many losses did the club who had 9 bonus points and 11 wins have?;1.0;1.0;1.0;0.0;0.0;0.0
1-27293285-2;How many bonus points did the club who had 379 points for have?;1.0;1.0;1.0;0.0;0.0;0.0
1-27293285-2;Which club had 5 bonus points?;1.0;1.0;1.0;0.0;0.0;0.0
1-27293285-2;How many bonus points did the club who had 18 losses have?;1.0;1.0;1.0;0.0;0.0;0.0
1-27293285-2;How many points for did Munster have?;1.0;1.0;1.0;0.0;0.0;0.0
1-27293285-2;How many points against did the club who had 353 points for have? ;1.0;1.0;1.0;0.0;0.0;0.0
1-27312918-5;What was the team the Suns played against in game number 4?;1.0;1.0;1.0;0.0;0.0;0.0
1-27312918-5;Who got the most points in game number 5?;1.0;1.0;1.0;0.0;0.0;0.0
1-27329061-2;What is the default desktop environment when the code base is ubuntu 8.04 and edition is fluxbox ce?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27329061-2;What is the compatible repository when the version is old version, no longer supported: 9 and default desktop environment is lxde?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27329061-2;What is the the codename when the code base is ubuntu 8.04 and the edition is fluxbox ce?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27329061-2;What is the default desktop environment when the edition is kde and the compatible repository is ubuntu 13.04?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27329061-2;What is the version when the codename is ada?;1.0;1.0;1.0;0.0;0.0;0.0
1-27329061-2;What is the version when the compatible reposityory is xubuntu 10.04;0.0;-1.0;0.0;0.0;1.0;1.0
1-27366772-3;What is the highest population in 2001?;1.0;1.0;1.0;0.0;0.0;0.0
1-27366772-3;What district is known in Armenian as քանաքեր-զեյթուն?;1.0;1.0;1.0;0.0;0.0;0.0
1-27366772-3;What is the Armenian name of the district that is 8.37 km² large?;1.0;1.0;1.0;0.0;0.0;0.0
1-27369069-1;What is the name of the soccer stadium in NL providence?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27369069-1;which providence's soccer stadium was founded in 2005?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27369069-1;What is the team mascot for the soccer team in Charlottetown?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27369069-1;Which province has the soccer stadium that holds 4,000 people?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27369069-1;Which University's soccer stadium in named Moncton Stadium?;1.0;1.0;1.0;0.0;0.0;0.0
1-27378582-1;Name the current womens lacrosse conference for 6000 enrollment;1.0;1.0;1.0;0.0;0.0;0.0
1-27378582-1;Name the city for enrollment being 19900;1.0;1.0;1.0;0.0;0.0;0.0
1-27378582-1;Name the current womens lacrosse conference for bison;1.0;1.0;1.0;0.0;0.0;0.0
1-27378582-1;Name the most founded for bison;1.0;1.0;1.0;0.0;0.0;0.0
1-27441210-12;How many weeks was K.Maro at #1?;0.0;-1.0;0.0;1.0;1.0;1.0
1-27441210-12;How many weeks was France at #1?;0.0;-1.0;0.0;1.0;1.0;1.0
1-27441210-20;Name the number one singles for week 1 being 5;1.0;1.0;1.0;0.0;0.0;0.0
1-27441210-20;Name the straight to number 1 for tribal king;0.0;-1.0;0.0;0.0;1.0;1.0
1-27441210-5;Name the number one singles for  desvarieux, jacob;0.0;-1.0;0.0;0.0;1.0;1.0
1-27441210-5;Name the least weeks at number 1 for 1988;1.0;1.0;1.0;0.0;0.0;0.0
1-27450976-1;What is the name of the episode that was written by Scott M. Gimple?;1.0;1.0;1.0;0.0;0.0;0.0
1-27450976-1;What is the title of the episode with a production code of 2j5504?;1.0;1.0;1.0;0.0;0.0;0.0
1-27450976-1;How many people wrote the episode with a production code of 2j5507?;1.0;1.0;1.0;0.0;0.0;0.0
1-27491610-2;What was the latest number in series that was directed by Skip Sudduth?;1.0;1.0;1.0;0.0;0.0;0.0
1-27491610-2;What number in season had 10.18 million US viewers?;1.0;1.0;1.0;0.0;0.0;0.0
1-27491610-2;What was the original air date of the episode that was directed by Alex Zakrzewski?;1.0;1.0;1.0;0.0;0.0;0.0
1-27491610-2;What number in season is number 141 in series?;1.0;1.0;1.0;0.0;0.0;0.0
1-275023-1;What province was New Plymouth formed from?;0.0;-1.0;0.0;0.0;1.0;1.0
1-275023-1;Why was Otago formed?;0.0;-1.0;0.0;0.0;1.0;1.0
1-275023-1;What provinces were formed from New Munster?;1.0;1.0;1.0;0.0;0.0;0.0
1-275023-1;How many provinces are named Wellington?;0.0;-1.0;0.0;0.0;1.0;1.0
1-275023-1;What provinces were formed from New Munster?;1.0;1.0;1.0;0.0;0.0;0.0
1-27537870-6;If the decision was by Lalime, when in January was it made?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27537870-6;If the game was on January 21, which game was it?;1.0;1.0;1.0;0.0;0.0;0.0
1-27537870-6;If the score is 5-3, who made the decision?;1.0;1.0;1.0;0.0;0.0;0.0
1-27537870-6;If the opponent was the Philadelphia flyers, what was the record?;1.0;1.0;1.0;0.0;0.0;0.0
1-27537870-6;If the record was 22-21-5, who was the opponent?;1.0;1.0;1.0;0.0;0.0;0.0
1-27537870-6;If the opponent was @ Boston Bruins, what was the Location/Attendance?;1.0;1.0;1.0;0.0;0.0;0.0
1-27539535-7;What day in February was the team 17-29-7?;0.0;-1.0;0.0;1.0;1.0;1.0
1-27539535-7;What was the teams record when they played the ottawa senators?;1.0;1.0;1.0;0.0;0.0;0.0
1-27539535-7;What was the team's rcord on february 1?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27539535-7;What day in February did the team play the boston bruins?;1.0;1.0;1.0;0.0;0.0;0.0
1-27571406-1;In what season did Pons Racing compete?;1.0;1.0;1.0;0.0;0.0;0.0
1-27571406-1;What's the f/laps count for the team with 8 podiums?;1.0;1.0;1.0;0.0;0.0;0.0
1-27571406-1;In what season did Pons Racing compete?;1.0;1.0;1.0;0.0;0.0;0.0
1-275506-1;What is the lowest stage when the yellow jersey is Ronan Pensec?;1.0;1.0;1.0;0.0;0.0;0.0
1-275506-1;How many bends occur when the yellow jersey is Lance Armstrong and stage winner is Lance Armstrong?;0.0;25.0;1.0;0.0;0.0;0.0
1-275506-1;What is every yellow jersey entry for the distance 125?;0.0;-1.0;0.0;0.0;1.0;0.0
1-275506-1;Who is every stage winner at the distance of 162.5?;0.0;-1.0;0.0;0.0;1.0;0.0
1-275506-1;What is the lowest entry for bend when Federico Echave is the stage winner?;1.0;1.0;1.0;0.0;0.0;0.0
1-275506-1;How many entries for start of stage occur in the year 2006?;1.0;1.0;1.0;0.0;0.0;0.0
1-27588823-2;How much power does dwzf have?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27588823-2;What is the branding for callsign dypv?;1.0;1.0;1.0;0.0;0.0;0.0
1-27588823-2;What is the branding for the station located in san jose del monte?;1.0;1.0;1.0;0.0;0.0;0.0
1-27588823-2;How many call signs does the location masinloc, zambales have?;1.0;1.0;1.0;0.0;0.0;0.0
1-27588823-2;What is the frequency of the station located in polangui, albay?;1.0;1.0;1.0;0.0;0.0;0.0
1-27573848-18;If the mountains classification is Mathias Frank, and the General Classification is Fabian Cancellara, what is the Points classification?;1.0;1.0;1.0;0.0;0.0;0.0
1-27573848-18;If the stage is smaller than 5.0, and the points classification is by Marco Marcato, who is the General classification by?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27573848-18;How many different people had a General Classification on Stage 5?;1.0;1.0;1.0;0.0;0.0;0.0
1-27573848-18;How many times was Robert Gesink a winner?;1.0;1.0;1.0;0.0;0.0;0.0
1-27573848-18;If the winner is Rui Costa, who made the mountains classification?;1.0;1.0;1.0;0.0;0.0;0.0
1-27603010-14;What was Team 1 Junior's points?;1.0;1.0;1.0;0.0;0.0;0.0
1-27603010-14;What was the 2nd leg score  if the team 1 is Deportivo Pasto?;1.0;1.0;1.0;0.0;0.0;0.0
1-27603010-14;Who was the team 2 that played against team 1 Atlético la Sabana?;1.0;1.0;1.0;0.0;0.0;0.0
1-27615896-18;How many new points were earned by rk 26?;1.0;1.0;1.0;0.0;0.0;0.0
1-27615896-18;How many points were won where new points was 1680?;1.0;1.0;1.0;0.0;0.0;0.0
1-27615896-18;What are the maximum points defended when points won are smaller than 720.0?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27615896-18;What are the total points for sd 15?;0.0;-1.0;0.0;1.0;1.0;1.0
1-27615896-18;What is the total number of sd listings where the status is quarterfinals lost to Novak Djokovic [1]?;1.0;1.0;1.0;0.0;0.0;0.0
1-27615896-20;How many different counts for won points does Flavia Pennetta have?;1.0;1.0;1.0;0.0;0.0;0.0
1-27615896-20;What's Kaia Kanepi's Sd?;1.0;1.0;1.0;0.0;0.0;0.0
1-27615896-20;What's the status of the player with 3041 points?;1.0;1.0;1.0;0.0;0.0;0.0
1-27657925-1;When 62 is the number in series who is the writer?;1.0;1.0;1.0;0.0;0.0;0.0
1-27657925-1;When steve holland is the writer what is the air date?;1.0;1.0;1.0;0.0;0.0;0.0
1-27657925-1;When 231 is the production code what is the title?;1.0;1.0;1.0;0.0;0.0;0.0
1-27657925-1;When there are 5.2 million u.s. viewers how many numbers in series are there?;1.0;1.0;1.0;0.0;0.0;0.0
1-27666856-3;Name the total number of outgoing manager for villarreal b;1.0;1.0;1.0;0.0;0.0;0.0
1-27666856-3;Name the date of appointment for 26 may 2011;0.0;-1.0;0.0;1.0;1.0;1.0
1-27666856-3;Name the outgoing manager for esteban vigo;0.0;-1.0;0.0;0.0;1.0;1.0
1-27666856-3;Name the number of team for 19th position;0.0;-1.0;0.0;0.0;1.0;0.0
1-27666856-3;Name the manner of departure for luis enrique;1.0;1.0;1.0;0.0;0.0;0.0
1-27654988-1;Who was the opponent in the Women's Cup 0 0 where Brancão Couto 0 is the scorer?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27654988-1;What is the result of the game where the opponent is Innsbrucker Kilmarnock CSK VVS Samara?;1.0;1.0;1.0;0.0;0.0;0.0
1-27654988-1;How many seasons was the opponent Vamos Idaliou Krka Novo Mesto SV Neulengbach?;1.0;1.0;1.0;0.0;0.0;0.0
1-27654988-1;Who were the scorers in the game with final score 0–4 7–1 0–3?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27690037-2;Name the kickoff for rheinstadion;0.0;-1.0;0.0;0.0;1.0;1.0
1-27700530-5;Who had the high point total on october 20?;1.0;1.0;1.0;0.0;0.0;0.0
1-27700530-15;What was the series record at after game 3?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27700530-15;What was the location and attendance for game 2?;1.0;1.0;1.0;0.0;0.0;0.0
1-27700530-15;Who had the most points and how many did they have on April 22? ;1.0;1.0;1.0;0.0;0.0;0.0
1-27704187-2;Who had the most assists and how many did they have on October 5? ;1.0;1.0;1.0;0.0;0.0;0.0
1-27711947-1;List all artists with choreographer Marcos Aguirre and a simple rating.;0.0;-1.0;0.0;0.0;1.0;1.0
1-2771237-1;How many times was the overall attendance 17807?;1.0;1.0;1.0;0.0;0.0;0.0
1-2771237-1;What is the overall attendance in the places where the average attendance was 17148?;0.0;-1.0;0.0;0.0;1.0;1.0
1-2771237-1;What season was the average attendance is 16043?;1.0;1.0;1.0;0.0;0.0;0.0
1-2771237-1;What was the overall record in the season where average attendance was 16720?;1.0;1.0;1.0;0.0;0.0;0.0
1-27712451-9;Name the high assists for march 14;1.0;1.0;1.0;0.0;0.0;0.0
1-27712702-7;Who had high assists in game number 9?;1.0;1.0;1.0;0.0;0.0;0.0
1-27712702-7;Who had high assists in the game played at Oklahoma city arena 17,509?;1.0;1.0;1.0;0.0;0.0;0.0
1-27712702-7;Which team played on November 15?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713030-16;Which series had a score of  l 103–112 (ot)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713030-16;What was the location and attendance when lebron james (10) had the high assists?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713030-16;How many teams were there when  chris bosh , lebron james (8) had the  high rebounds?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713030-16;Which location and what was the attendance when lebron james (10) had the high assists?;1.0;1.0;1.0;0.0;0.0;0.0
1-27712702-9;Who led in assists on January 17, and with how many?;1.0;1.0;1.0;0.0;0.0;0.0
1-27712702-9;What was the score of the January 8 game?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713583-8;What game number was on January 14?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713583-2;what is the date of the game that the high assists is raymond felton (4)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713583-2;How many games were on october 17?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713583-2;What is the record for the game against team @ Minnesota?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713583-2;What is the date the high points was by toney douglas (23)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27713721-1;How many episodes had an audience of exactly 25.3 million viewers in the U.S.A.?;1.0;1.0;1.0;0.0;0.0;0.0
1-27715173-8;Who had the high points when high assists is tim duncan (5)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27715173-8;what is the date when the location attendance is energysolutions arena 19,911?;1.0;1.0;1.0;0.0;0.0;0.0
1-27715173-8;how many times is the team oklahoma city?;1.0;1.0;1.0;0.0;0.0;0.0
1-27715173-8;what is the game where the high points is by manu ginóbili (26)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27715173-8;what is the location attendance when the record is 39–7?;1.0;1.0;1.0;0.0;0.0;0.0
1-27715173-2;What is the maximum basketball game?;1.0;1.0;1.0;0.0;0.0;0.0
1-27722408-6;How many entries are shown for  high points when the score was  l 87–89 (ot)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27722408-6;What was the other team in game 11?;1.0;1.0;1.0;0.0;0.0;0.0
1-27722408-6;Who scored the high points for the game with record 9–3?;1.0;1.0;1.0;0.0;0.0;0.0
1-27722734-7;Name the date for washington;1.0;1.0;1.0;0.0;0.0;0.0
1-27722734-7;Name the record for 23 game;1.0;1.0;1.0;0.0;0.0;0.0
1-27722734-7;Name the most game for december 1;1.0;1.0;1.0;0.0;0.0;0.0
1-27723526-10;What was the score of the game against portland?;1.0;1.0;1.0;0.0;0.0;0.0
1-27723526-10;Who had the high assist total on january 27?;1.0;1.0;1.0;0.0;0.0;0.0
1-27733909-9;What is the location and attendance of game 70?;1.0;1.0;1.0;0.0;0.0;0.0
1-27734577-13;What team was the opponent when josh smith (8) had the high assists?;1.0;1.0;1.0;0.0;0.0;0.0
1-27734577-13;What is the game number where josh smith (4) had the high assists?;0.0;-1.0;0.0;1.0;1.0;1.0
1-27734577-13;What is the series number when al horford (10) had the high rebounds?;1.0;1.0;1.0;0.0;0.0;0.0
1-27734577-7;What is every team with location attendance of Philips Arena 12,140?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756014-1;How many games were played on october 16?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756014-1;What is the score of game 4?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756014-1;What is the score of the game played on october 16?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756014-1;What is the team played on october 5?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756314-6;who had high assists on november 12?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756314-10;What is the date when the high points is michael beasley , martell webster (16)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756314-10;What is the game with the team indiana?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756314-10;Who had high rebounds when the date was march 25?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756314-10;What is the highest game with the score l 96–103 (ot)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756314-10;What is the team when the high points were by wesley johnson (20)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756314-7;what is the record for date december 11?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756314-7;who had high assists on december 3?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756314-7;where was the location that had game 19?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756474-13;Where was the game played and what was the attendance on May 13?;1.0;1.0;1.0;0.0;0.0;0.0
1-27756572-2;What was the location and the attendance for the game on October 12?;1.0;1.0;1.0;0.0;0.0;0.0
1-27765443-2;Name the use for amd opteron dual-core 2.6ghz;0.0;-1.0;0.0;0.0;1.0;1.0
1-27765443-2;Name the number of processors for nec sx-4 vector processor;0.0;-1.0;0.0;0.0;1.0;1.0
1-27765443-2;Name the most peak performance for october 2006 - january 2010;0.0;-1.0;0.0;0.0;1.0;1.0
1-27765443-2;Name the cpu type for  june 2005 - april 2009;0.0;-1.0;0.0;0.0;1.0;1.0
1-27765443-2;Name the total number of model for amd opteron dual-core 2.6ghz;0.0;-1.0;0.0;0.0;1.0;1.0
1-27765443-2;Name the number of processors for october 2006 - january 2010;1.0;1.0;1.0;0.0;0.0;0.0
1-27758427-2;What was the result for the cirtcuit where the LMPC winning team was #89 Intersport Racing?;1.0;1.0;1.0;0.0;0.0;0.0
1-27781212-1;how many winnings does jeff gordon have?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27781212-1;what are the minimum points for tommy kendall?;1.0;1.0;1.0;0.0;0.0;0.0
1-27781212-1;what is the minimum position with 31 points?;1.0;1.0;1.0;0.0;0.0;0.0
1-27781212-1;who is the driver that had winnings of $225,000?;1.0;1.0;1.0;0.0;0.0;0.0
1-2780146-6;How many different standards have a PM of 0.02 g/kWh?;0.0;-1.0;0.0;0.0;1.0;0.0
1-2780146-6;What's the HC for the Euro I standard?;0.0;-1.0;0.0;0.0;1.0;1.0
1-2780146-6;What's the HC for the standard with NO x of 7.0 g/kWh?;0.0;-1.0;0.0;0.0;1.0;0.0
1-2780146-6;What's the PM for the standard with 12.3 g/kWh CO?;0.0;-1.0;0.0;0.0;1.0;1.0
1-2780146-6;What's the NO of the standard with HC of 1.23 g/kWh?;0.0;-1.0;0.0;0.0;1.0;1.0
1-27790959-1;"What number in the season was ""Burning Down the House""?";1.0;1.0;1.0;0.0;0.0;0.0
1-27790959-1;What was the original air date of the episode that had 5.42 million viewers?;1.0;1.0;1.0;0.0;0.0;0.0
1-27790959-1;"How many episodes were titled ""I Wish I Was the Moon""?";0.0;-1.0;0.0;0.0;1.0;1.0
1-27790959-1;"How many million viewers watched ""You Smell like Dinner""?";1.0;1.0;1.0;0.0;0.0;0.0
1-27834100-1;"What is the episode number of ""Dance Cards and Greeting Cards""?";1.0;1.0;1.0;0.0;0.0;0.0
1-27862483-3;How many people saw the game won by G. Claypool (4-1)?;0.0;-1.0;0.0;1.0;1.0;1.0
1-27862483-3;What was the overall record in the game won by D. Klein (2-0)?;1.0;1.0;1.0;0.0;0.0;0.0
1-27862483-3;What was the overall record of the game lost by A. Pracher (4-1)?;1.0;1.0;1.0;0.0;0.0;0.0
